group,classify_why,product_type,handle,status,reason,sizeChart,shadowVisible,box,matched_keyword,match_field,matched_value,is_excluded,excluded_keyword,resolution_source,resolution_collection,reverify,certified,url
tops,title-exclude:Shirt,Tops,tmnt-shredder-heavyweight-t-shirt,PASS,suppressed,,false,,wrestling,collection_title,RUDIS Wrestling,true,shirt,excluded,,,,https://rudis.com/products/tmnt-shredder-heavyweight-t-shirt
tops,title-exclude:Shirt,Tops,tmnt-turtle-power-youth-heavyweight-t-shirt,PASS,suppressed,,false,,,,,true,shirt,excluded,,,,https://rudis.com/products/tmnt-turtle-power-youth-heavyweight-t-shirt
tops,title-exclude:Shirt,Tops,tmnt-turtle-power-heavyweight-t-shirt,PASS,suppressed,,false,,,,,true,shirt,excluded,,,,https://rudis.com/products/tmnt-turtle-power-heavyweight-t-shirt
tops,type:Tops(default-non-foot),Tops,tmnt-frame-youth-comfort-fleece-crewneck,PASS,suppressed,,false,,,,,true,crewneck,excluded,,,,https://rudis.com/products/tmnt-frame-youth-comfort-fleece-crewneck
tops,title-exclude:Hoodie,Tops,tmnt-frame-youth-comfort-fleece-hoodie,PASS,suppressed,,false,,,,,true,hoodie,excluded,,,,https://rudis.com/products/tmnt-frame-youth-comfort-fleece-hoodie
tops,type:Tops(default-non-foot),Tops,tmnt-frame-comfort-fleece-crewneck,PASS,suppressed,,false,,ks,collection_title,"Men's Hoodies, Crewnecks, & Zips",true,crewneck,excluded,,,,https://rudis.com/products/tmnt-frame-comfort-fleece-crewneck
tops,title-exclude:Hoodie,Tops,tmnt-frame-comfort-fleece-hoodie,PASS,suppressed,,false,,ks,collection_title,"Men's Hoodies, Crewnecks, & Zips",true,hoodie,excluded,,,,https://rudis.com/products/tmnt-frame-comfort-fleece-hoodie
tops,title-exclude:Shirt,Tops,kolat-legacy-heavyweight-t-shirt,PASS,suppressed,,false,,kolat,product_title,Kolat Legacy Heavyweight T-Shirt,true,shirt,excluded,,,,https://rudis.com/products/kolat-legacy-heavyweight-t-shirt
tops,type:Tops(default-non-foot),Tops,kolat-lightspeed-comfort-fleece-crewneck,PASS,suppressed,,false,,kolat,product_title,Kolat Lightspeed Comfort Fleece Crewneck,true,crewneck,excluded,,,,https://rudis.com/products/kolat-lightspeed-comfort-fleece-crewneck
tops,type:Tops(default-non-foot),Tops,kolat-lightspeed-youth-comfort-fleece-crewneck,PASS,suppressed,,false,,kolat,product_title,Kolat Lightspeed Youth Comfort Fleece Crewneck,true,crewneck,excluded,,,,https://rudis.com/products/kolat-lightspeed-youth-comfort-fleece-crewneck
